_____ a decision (membuat keputusan)	<b>make a decision</b><br>NOTE: "do a decision" salah — gunakan "make".<br><i>The government has made a decision to ban single-use plastics nationwide.</i><br><i>Students often need to make difficult decisions about their future careers.</i>	ielts collocation verb-noun make
_____ an effort (berusaha)	<b>make an effort</b><br>NOTE: "do an effort" salah — gunakan "make".<br><i>Citizens must make a greater effort to reduce household waste.</i><br><i>She made every effort to improve her English before the exam.</i>	ielts collocation verb-noun make
_____ progress (membuat kemajuan)	<b>make progress</b><br>NOTE: "do progress" salah — gunakan "make".<br><i>Developing countries have made significant progress in reducing poverty.</i><br><i>He is making steady progress in his language studies.</i>	ielts collocation verb-noun make
_____ a difference (membuat perbedaan)	<b>make a difference</b><br>NOTE: "do a difference" salah — gunakan "make".<br><i>Small lifestyle changes can make a real difference to the environment.</i><br><i>Education makes a profound difference in people's lives.</i>	ielts collocation verb-noun make
_____ sense (masuk akal)	<b>make sense</b><br>NOTE: "have sense" salah — gunakan "make sense".<br><i>It makes sense to invest in renewable energy for long-term sustainability.</i><br><i>His argument does not make sense given the current evidence.</i>	ielts collocation verb-noun make
_____ a contribution (memberikan kontribusi)	<b>make a contribution</b><br>NOTE: "give a contribution" sering salah — "make" lebih natural.<br><i>Volunteers make a valuable contribution to society.</i><br><i>Renewable energy makes a significant contribution to reducing emissions.</i>	ielts collocation verb-noun make
_____ a mistake (membuat kesalahan)	<b>make a mistake</b><br>NOTE: "do a mistake" salah — gunakan "make".<br><i>It is common to make mistakes when learning a new language.</i><br><i>The company made a costly mistake by ignoring market trends.</i>	ielts collocation verb-noun make
_____ friends (berteman)	<b>make friends</b><br>NOTE: "do friends" salah — gunakan "make".<br><i>Children typically make friends easily at school.</i><br><i>Studying abroad gave her the chance to make friends from many cultures.</i>	ielts collocation verb-noun make
_____ research (melakukan riset)	<b>do research</b><br>NOTE: "make research" salah — gunakan "do" atau "conduct".<br><i>Scientists are doing research into renewable energy sources.</i><br><i>Universities do extensive research on climate change.</i>	ielts collocation verb-noun do
_____ homework (mengerjakan PR)	<b>do homework</b><br>NOTE: "make homework" salah — gunakan "do".<br><i>Students should do their homework regularly to reinforce learning.</i><br><i>He always does his homework before watching television.</i>	ielts collocation verb-noun do
